,text,affect
1003,I'm going to get the weirdest thank you note--or worse--total silence and no acknowledgement. ,fear
1004,I shower to lay in bed for about an hour then dread wearing pants for the remainder of the day,fear
1005,like srsly somebody help me deal with this social anxiety,fear
1006,Love takes off the masks that we fear we cannot live without and know we cannot live within. - James A. Baldwin,fear
1007,Romero is fucking dreadful like seriously my 11 month old is better than him.,fear
1008,Fuck me....what the fuuuuuuuck did I just watch?!?! #STAGESCHOOL is awful.....no that flatters it!! #shocking 😮👎,fear
1009,Why do people gotta start so much drama ? Shoot me ☹️,fear
1010,I hate freaking out and ruining things. #anxiety,fear
1011,I hate freaking out and ruining things. ,fear
1012,Paranoia is a fear every races has,fear
1013,"God, I've been so physically weak the whole day. So much shaking :(",fear
1014,why won't you let me go? do i threaten all your plans? im insignificant,fear
1015,It appears my fire alarm disapproves of my cooking style,fear
1016,penny dreadful just cleaved off a fraction of my heart,fear
1017,"Even at this level, rojo still manages to play god damn awful. #MUFC",fear
1018,"But 'for me not to worry, they'll get a glass guy over and bill us for it'",fear
1019,When you just want all the attention #cantsleep #nervous,fear
1020,When you just want all the attention #cantsleep ,fear
1021,"#GoodAfternoon! ^^ Doesn't matter whn you #start something, as long as you start it #today. 'Age' only exists in the mind. You are #Timeless",fear
1022,More #terror attacks on #India means something ominous for #Pakistan The current situation can't last long,fear
1023,I stepped into the shower and my spidey senses tangled. I immediately looked up and saw a spider directly above my head. ,fear
1024,I stepped into the shower and my spidey senses tangled. I immediately looked up and saw a spider directly above my head. #terror,fear
1025,The majority of my clients have family/ partner/ day job/ life AND write their beautiful books. #awe #gratitude #HARDwork,fear
1026,The majority of my clients have family/ partner/ day job/ life AND write their beautiful books.  #gratitude #HARDwork,fear
1027,"#Determine to #start putting the Word in your #heart #consistently. Every day a #line here, a line there--a tape here, a #tape there 💨",fear
1028,I went to this sushi spot &amp; they had tobi &amp; an ANBU mask hung on the wall behind them. I will start going there even tho I don't eat seafood,fear
1029,RIP 'dancing on my own' after that awful song and dance,fear
1030,Caballero having a nightmare #sweeperkeepernot,fear
1031,"there is no shame in fear, what matters is how we face it.",fear
1032,"Val got a little too big for her hiking boots with that bakewell, the little terror #GBBO",fear
1033,I forgot #BB18 was on tonight  that is how much the real world has been distracting me #horrid ,fear
1034,"I wish I could fast forward 3 months from now, I'll know then where I'm at with my girl, my classes, and basketball. Rn I have pure #anxiety",fear
1035,"I wish I could fast forward 3 months from now, I'll know then where I'm at with my girl, my classes, and basketball. Rn I have pure ",fear
1036,Southampton playing really well here. Youngsters Matty Targett and Jake Hesketh in particular and Austin and Long formidable as a front two,fear
1037,#tulsa - Police manufacture murder... Wonder why we carry burners...? - MaxLevelz #shake,fear
1038,#tulsa - Police manufacture murder... Wonder why we carry burners...? - MaxLevelz ,fear
1039,If I was a ghost I'd haunt people by giving them cramps in both of their legs when they do cardio 😈😈😈 #Mwahaha,fear
1040,#Malaysian police arrest 4 people for suspected links to #terrorism including three #foreigners\n\n#Malaysia,fear
1041,I thought I wouldn't have to deal with that fire alarm again today and then I stepped into Mesa during their fire drill👀,fear
1042,That moment of #panic when your zipper gets stuck when you're in the #bathroom and you realize the only way out of your jeans is #scissors,fear
1043,Why does #terrorism exist in the first place? #AskTrumpOneQuestion,fear
1044,Multitasking .... I may have to induce these seeds of mine to sleep. #restless,fear
1045,Multitasking .... I may have to induce these seeds of mine to sleep. ,fear
1046,On the way to Laser Vista ... lens implantation ... #LaserVista #nervous #happy,fear
1047,On the way to Laser Vista ... lens implantation ... #LaserVista  #happy,fear
1048,this girl at my new school is so pretty i am #intimidated,fear
1049,this girl at my new school is so pretty i am ,fear
1050,I wanna go to fright fest with squad,fear
1051,It's unbelievable that security guard acting like a gangster trying 2 threaten me and tell me what to do with my own home. #terrify #annoy 😡,fear
1052,A good head and a good heart are always a formidable combination.' - Nelson Mandela,fear
1053,I'm a shy person,fear
1054,Which #JohnCarpenter #horror #action #flick is your favorite ??,fear
1055,I can't believe this day hasn't been horrible BLESS,fear
1056,I'm also upset at my incorrect use of a comma. #grammar #struggle #hesitation #backtoschool 🎒📚,fear
1057,Worry makes you look at the problem and God makes you look at the promise.  #problem #promise   #faith #God #theanswer #spiritu...,fear
1058,shy glizzy - ride 4 u🎧,fear
1059,"Kernel panic = sweating, sneezing, hiccuping, snot, tears, crying. Clearly my body has an issue with chilli.",fear
1060,Why is it so windy? So glad I didn't ride my bike. #fear #wind,fear
1061,Why is it so windy? So glad I didn't ride my bike.  #wind,fear
1062,Rear garden alarm activated  at Telford house at 106.4.,fear
1063,watching my first Cage of Death and my word this is tremendous,fear
1064,I think I must scare my coworkers when I'm eating like a rabid animal on my breaks #srry,fear
1065,“Worry is a down payment on a problem you may never have'.  Joyce Meyer.  #motivation #leadership #worry,fear
1066,“Worry is a down payment on a problem you may never have'.  Joyce Meyer. #motivation #leadership ,fear
1067,It's not a panic situation let's be honest. How shit are they. We just have Rooney up front 😂😂😂😂,fear
1068,Patriot rookie QB Jacoby Brissett  to start vs Houston tomorrow nite.\n\n'Been a learning process since I got here.Gotta be ready to go.',fear
1069,The 2008 crisis was just the tremor In advance of the earthquake',fear
1070,"#Question of the #day: what are some of your #nervous #habits? (biting fingernails, tapping your foot, clenching your teeth...)",fear
1071,Changing my hair again #shocking,fear
1072,Changing my hair again ,fear
1073,"Are you worrying/worried?\n1Peter 5:7\nThrow all your worry on him, because he cares for you. #faith #leadership  #mindfulness #success",fear
1074,I've realized my anxiety is at an all time high when I'm in my office. I feel prisoned here and I pick up on bad energy.,fear
1075,When you realize there is #NoHopeForHumanity so you just #start focusing on what's #best for you.,fear
1076,sai manakgupta \n\nWhat about brutality by #Indian Army In #Kashmir ? isnt it terrorism ?\nIndia should accept precondition of #FreeKashmir fi…,fear
1077,"It's amazing how something gets stuck in your head, and you can't shake a memory...  Sometimes, I miss people a lot.  Wish they knew.",fear
1078,Am I the only one with parking sensors who still manages to reverse into things? #nightmare,fear
1079,Am I the only one with parking sensors who still manages to reverse into things? ,fear
1080,if Man U lose i may actually have a nervous breakdown,fear
1081,#ThisIsUs has messed with my mind &amp; now I'm anticipating the next episode with #apprehension &amp; #delight! #isthereahelplineforthis,fear
1082,My doctor has taken a liking to poking prodding and drawing blood from me post dad. Over concern is nice but dear gawd needles :O,fear
1083,Panic attacks are the worst. Feeling really sick and still shaking. I should be a sleep. #anxiety #depression,fear
1084,Panic attacks are the worst. Feeling really sick and still shaking. I should be a sleep.  #depression,fear
1085,something incredibly terrible about my life is i'm 23 years old and still suffering through group projects..........,fear
1086,"I love my mother, but talking about the recent horrific murders with her is exhausting. Is this really how America feels?",fear
1087,0 excitement for this weekend just pure dread,fear
1088,"If you ain't shaking no ass, don't ask me for my liquor. Rule #1..",fear
1089,Will do fine on the mat tonight with or without sleep. theres no worry for that on this side of the water,fear
1090,8. sweater weather - the neighbourhood\ngirls/girls/boys - panic! at the disco,fear
1091,whats with these boxes when i search google on chrome #horrible #distracting,fear
1092,whats with these boxes when i search google on chrome  #distracting,fear
1093,last nigt i dreamt \nthat somebody loved me\nno hope no harm\njust another false alarm,fear
1094,Remember the #twinkie #scare ???? #tbt,fear
1095," heads melted, very tired but can't sleep. ",fear
1096,"Never let your #fear decide your #future 󾍘🏽\nHave an amazing Thursday, \nLove Miss D X",fear
1097,#Obama #DOJ have destroyed USA!These #CharlotteProtest are acts of #terrorism dating back to #Ferguson Terrorism is how it should be treated,fear
1098,Why are all of these people leaving Blizzard??? D: It's giving me a frighten!,fear
1099,"Yall rlly gotta stop lettin bees put fear in ur heart. unless ur allergic, I'm not tryna see u run around from a fuckin bee...chill. u soft.",fear
1100,Come on girl shake that ass for me,fear
1101,i'm... nervous about this test rip,fear
