,text,affect,Unnamed: 2,Unnamed: 3
1531,A Classic its up there with All Quiet OTWF! Books of this quality inspired M Foot's &quot;Military Intelligence a Contradiction in Terms&quot;,fear,,
1534,"How a rubbish bin is reffered to as a piece of 'art' and wins £25,000 is beyond me. It's NOT art. ",anger,,
1535,Don't let grab your tongue nor let it confine  your #heart #life is too short to live an #mundane #existence ~milla,fear,,
1537,Watching the last  episode.I cried and I'm still crying :'( why is every end so sad?? ,sadness,,
1542,This...this Is what I fucking hate... I just wish I could read your mind.. ,sadness,,
1543,"Isaiah 54:14 “I am far from oppression, and fear does not come near me.”   #promise",fear,,
1544,"Just got home from my first duty at al-sad PEC...wawa mga baby kapag extract ng blood,di q ata kakayanin. ",sadness,,
1546," in the morning,  in the evening. It's been a good day.",fear,,
1548,They started construction on the lot next to our house. #putsacrampinmystyle,sadness,,
1549,That feel when you're in love with a girl who lives a thousand miles away. #women,sadness,,
1550,water level rising near my home  #Flooding,fear,,
1551,Je ferais bien mon shopping coiffure pour le prochain Grand Webze mais y a rien qui me branche. Surtout pas Sylvie Tellier en tout cas ,fear,,
1552,Last day off until five days straight of work. ,sadness,,
1553,andd here we go. week 16. final week.  ,sadness,,
1554,This is pure bs! America go rot in Hell! You guys suck! Suck!!!!! Fcuk you. #mad #pissed,anger,,
1555,   Infiltration in our lives. The illusion of so we accept their political Solutions. #Tyranny,fear,,
1556,&quot;The Cloud&quot; just asked me lotza personal questions re: myself. Been avoiding upgrades awhile due 2this  #CylonTakeover #fb,fear,,
1557, is when my Bff moved to another country.. ... I cried till i couldn't cry anymore,sadness,,
1558,Is There a life after Death?! make me angry and find out !   #hulk,anger,,
1559,It takes giving up something you really want to make others happy  #imadetherightdecision,sadness,,
1560,Not having a car on campus is preventing me from going to Taco Bell right now. ,sadness,,
1561,"They should make a 24hours a day Reese Witherspoon channel, I wouldn't change the channel #3amtweets",fear,,
1562,My car is being totaled. Thank you fool who smashed it. #sorrypenny,anger,,
1563,"Don't believe the lies look me In the eyes, please don't be scared of me ",fear,,
1564,I realized I'm pretty much done learning Calculus... ,sadness,,
1565,I wake up after getting only a couple hours of sleep and there is NO COFFEE and i have no idea how to make more.... ,sadness,,
1566,"Not only I ripped his heart out, I ripped his soul out too! #neverforgiven",sadness,,
1567,feeling big hatred to boys younger than me right now #dweebs,anger,,
1569,When you're sitting in class and your ipod plays a theme song of a ride from Disneyland ,sadness,,
1570,Walmart is handing out free five hour energy drinks  #waytogoamerica,disgust,,
1571,"Les mecs à la sortie du metro 4 à gdn, et qui attendent que tu passes pour degainer leur toupie lumineuse  ",fear,,
1572,Those nights when all you want to do is cuddle up next to someone and then you realize you're single. ,sadness,,
1574,Reached for another pizza roll...and there were no more left. ,sadness,,
1575,"I remember this feeling I remember me it for 6 years straight , now a year later it back ",disgust,,
1576,"It was bull shit, it was all a fucking joke. And when I think of you I hope you fucking choke.   ",anger,,
1577," by ending his candidacy today, has robbed America of a great potential TV moment: Trump yelling at him, &quot;You're fired!&quot; #GOP",sadness,,
1578,"Don't get the impression that you arouse my anger. You see, one can only be angry with those he respects. ~Richard M. Nixon ",anger,,
1580,No car and years of over protective parents have caused me to become severely socially handicapped as a young adult. ,sadness,,
1581,Why is it so easy to like someone &amp; so difficult to tell em about it? ,fear,,
1583,yo i really cant stop laughing lol i never had micro's before those shits are to me i like my edges too much to get those braids,disgust,,
1584,My office smells like wet dog. ,sadness,,
1587,"i have this old acne scar on my neck, all my coworkers think it's a hickey, i just say 'no, it was a zit' ",sadness,,
1588,"I don't get in bad moods often, but when I do you better watch out.  #tempermentalspmetimes ",anger,,
1590,The awkward moment you get ditched on your anniversary night out. ,anger,,
1591,"(Contd 4m prev tweet) I hv nthng agnst  in fact am his fan, bt tat doesn't justify ppl ignoring  ",sadness,,
1593,Coughing has become somewhat of a workout on my abs. Every time I cough now they hurt. ,sadness,,
1594,My sippin and thuggin level is off the charts right now. Patrons at dawns are whispering about me. #nohope,fear,,
1595,Neighbour threw a party last night and kept me up until 3am. #soTired,anger,,
1596,If my tears hold value I will drop one for every single thing he showed Us... ,fear,,
1598,Born To Die???? There are so many beautiful things to live!& how to waste life is trending on twitter u.u ,sadness,,
1599,is it wrong to one minute feel an  and the next be dancing around the kitchen to #davidkitt #smallmoments,sadness,,
1600,"&quot;Man's does not bring about the righteous #LIFE that God desires..be quick to listen, slow to speak..slow 2Bcome #angry.&quot; Jmz 1:19,20",anger,,
1601, when people tell me to relax! Bitch I'm already relaxed say it one more time and I'll frigin knock you out! #smh,anger,,
1602,LT from the skins game yesterday,anger,,
1603,"i DONT want to be one of the people God denys when its judgement day , that's my !",fear,,
1604,Depressing end to the day :( ,sadness,,
1605,women Ooo...Imagine ur Female artiste decide to giv u blowJob inside studio...u nor fit ask for session money again na..Choiii,fear,,
1606,Emory makes a nigga wanna commit mass murder sometimes ,sadness,,
1607,Aww darn I don't tink there's any creamer left! ,sadness,,
1608,Comer en el burguer y encontrarte una panda de canis de 12 años hablando de sexo... A donde vamos a llegar ,sadness,,
1610,"Every girl is the fuckin same , I swear . These hoes out here given it away like it's nothin , have some more respect for yourself ",disgust,,
1613,After many tweets Lindsay Lohan still doesn't follow me on Twitter........ What a stupid bitch. ,anger,,
1615,"Niggas is bitch everytime you see me you walking with your head down , cmon son i dont want you to me .",fear,,
1616,being single for the rest of my life and never being able to start a family to share my success and accomplishment with :(,fear,,
1617,"Dear BlackBerry App World, WHY is it that every single time I open you... YOU FREEZE MY BLACKBERRY???!!!  #ouff #wonder",sadness,,
1618,at what age does one gain this concept known as common sense?  ,fear,,
1619,"Me: I want two horses. Bud: Well that's good, we can get them with the money that's growing from the ground. SARCASM IS NOT REQUIRED! ",anger,,
1620,Just made the finished the last power point for the semester for Progressive Caucus.  ,sadness,,
1621,"Up at 6:00am yesterday, 7:30 today, it would be great if I could sleep in until at least 10:00. #sotired #needsleep",sadness,,
1622,Every liquor store is closed!! ,sadness,,
1623,I need a Taylor Lautner fan friend. I dont have hardly no one who I can talk about how beautiful he is with. lol!,sadness,,
1624,Strictly avoid frightening ideas ,fear,,
1625,Once Upon A Time kindof made me want to die. #graham,sadness,,
1626,Sorry kiddies no service today due to Mechanic issues  .. Stay tuned for updates ,sadness,,
1627,"i know Ry hurt me.. but it's sinking in now, and i honestly miss him more than ever ",sadness,,
1630,monster is not half as good as death note ,sadness,,
1632,"&quot;That depressing moment when you start talking to someone really attractive, but they can't keep a conversation going.&quot; #sigh",sadness,,
1633,is momentary madness. -Horace,anger,,
1636,Time to put up Grandma's Christmas tree. Just wish my Grandpa could be home to enjoy it too. ,sadness,,
1637,Fuck my upstairs neighbors. My only wish this holiday season is that they suffocate to death. They are awful human beings. ,anger,,
1639,HOW DO I LOG OFF YOU'RE ACCOUNT ON MY PHONE!!!!!!!! ,anger,,
1640,Rolling me up a nice lil ol lil wake and bake lol ,sadness,,
1643,Woke up to an open closet door...& #monsters D:,fear,,
1644,I feel like crying now like i wish u knew how i felt rite now ,sadness,,
1645,   Infiltration in our lives. The illusion of so we accept their political Solutions. #Tyranny,fear,,
1646,The of your toes about to get chopped off when you see the cutting knife slip off the bench.,fear,,
1648,I suck at words with friends ,sadness,,
1649,Whaaat? No new  episode this Thursday? That's the second week in a row. ,sadness,,
1650,What did the cat use to cut his lawn? A lawn meower!   ,sadness,,
1652,There's a few people I just want to punch in their fucking faces.  ,anger,,
1655,Good news:  leak is not the dishwasher.  Bad news: probably a pipe that will require drywall removal to attack.  ,sadness,,
1656,"The rest of my family leaves to go to florida today, and I'm stuck in the snow writing exams ",sadness,,
1657,SERIOUSLY HOW DO I KEEP FORGETTING TO TWEET?! IT'S NOT A HARD TASK TO DO! MOTHER OF GOD!  #GODDAMN,anger,,
1659,Me hungry and mi too lazy fi go downstairs fi food! ,sadness,,
1660,I dnt open up a lot to my partner as much as I should..is letting my guard down &amp; yu not gaf &amp; hurt me reason why I dnt get attatched,fear,,
1662,"I have a slight irrational of disappearing or going into a fugue state somewhere. #GCcal, #Twitter &amp; now #Foursquare help me w/that.",fear,,
1663,You know its bad when you know to dude you leave in a heart beat for a stripper only if she gave him a chance ,sadness,,
1665,"&quot;A leader is a coach, not a judge.&quot;  #lean #systemsthinking #development #HR",fear,,
1666,Rained all night long. Feeling for people in places like Diepsloot with no drains where it can make life miserable. ,sadness,,
1667,He really just likes hearing himself talk -.- ,anger,,
1668, Stop Trying To  &amp;  On  |  On Zazzle.com | This Is An Outrage &amp; Pure ,disgust,,
1670,Netflix won't work...now i can't catch up on my Grey's Anatomy? ,sadness,,
1671,Getting happy when you see you I've a mention but it's just spam. ,sadness,,
1672,just texted a higher-ranking officer than I and asked if it would be okay for me to replace him...   ,fear,,
1673,So my acquaintance just announced hes gunna take a shit tomorrow lol,disgust,,
1674,I'm scared to love because I'm scared you'll leave ,fear,,
1675,"Perfect for expressing  limits you to 140 chars. on the other hand, think twice before sending. There's no pause button!",anger,,
1676,"Hay disappointed, dnah maplay yung episode ng hyy nung nov 18, hay. Wala din ako mahanap nah link. :(",sadness,,
1677,I hate seeing homeless people :( ,sadness,,
1679, #Pain #Fear #Regrets - leave it all behind &amp; enjoy life InshAllah!,sadness,,
1680,  #Regrets - leave it all behind &amp; enjoy life InshAllah!,fear,,
1681,I am so terribly incredibly disgustingly disgusted beyond belief. Don't ask why. You're just wasting 140 characters.  #gross,disgust,,
1682,There are 10 books on the shelf and someone decides to request mine :/ typical.    ,anger,,
1683,"Fake people, fake friends, now even a fake christmas tree. ",sadness,,
1684,that moment when fresh cooked cookies come out the over and they just start to harden ,disgust,,
1685,Sumtimes d fear of being jobless after school gives me the creeps!     of an undergraduate,fear,,
1686,Dont believe the lies Look me in my eyes Please dont be scared of me& remember you this feeling isnt new..   dnt ,fear,,
