,text,affect
1483,"Not to thrilled about the marathon this sunday, they assigned me on the street. Less $$$",sadness
1484,"want my new lappytop now, but the site says it won't be here till 6/9",sadness
1485,getting ready to drop off something to my man so he can hang out with a friend instead of me,sadness
1486,"so glad it is friday  two classes, then lazy afternoon. too bad it isnt nice and warm out today",sadness
1487,I should be in NYC right now with some of my favorite people but instead I am stuck in RI.,sadness
1488,trying to find some friends and not having any luck,sadness
1489,"Hmmm, I just realized....I didn't have any bday cake for my birthday...boo hoo!",sadness
1490,an ultimatum is an ultimatum no matter how you dress it up.  and that sucks.,sadness
1491,Car shopping with kacy yay,happiness
1492,Got 2 get ready 4 work  would rather be fishing!,sadness
1493,"Work is MAD blocking sites! No fun  but they aren't blocking facebook, twitter &amp; youtube",sadness
1494,wants to go out and enjoy the weather but is tired and stuck in bed,sadness
1495,i want to see the next gossip girl episode!,sadness
1496,"The Killers are coming to TD Banknorth in Boston on 9/4 at 7:30pm. And, I can't go.   Everyone else should go though! Tickets on sale Sat.",sadness
1497,Boring day today. Broke so I can't go and see my friend's band tonight  Maybe The Q tomorrow though.,sadness
1498,"he switches off his cellphone!! huaaaaa, i cant sleep  buzz me bebe..",sadness
1499,wow i just woke up and read drews blog .. oh man im seriously crying right now,sadness
1500,All my loved ones are leaving on Sunday..... sad,sadness
1501,uploading PCD onto my iTunes xD i used to have it but certian events caused me to lt sadly,sadness
1502,"the dog dug a hole in the backyard well iwas sleeping, now im grounded",sadness
1503,my followers went from 22 to 20  i'd follow you back but i cant do anything till i get interwebnet! I want more followers. Im interesting!,sadness
1504,Another Qi about to start....I'll be missing the next 4,sadness
1505,Bout to get ready for work ugh i hate workin on fridays,sadness
1506,Jenn jenn jenn oh why oh why won't u pass on ur iTunes knowledge onto me?,sadness
1507,"At Spring Awakening...cannot wait for it to start. Last time I'm here ever! Boo, sad times",sadness
1508,Friday is not treating me well so far.,sadness
1509,in accounting class ; then detention after,sadness
1510,Sorting out Twitter issues....very frustrated that you can't talk to someone and they respond slowly to issues - capacity the challenges,sadness
1511,Oh my god...my favorite havaianas just broke after three years or service  they will be missed. and they were molded perfectly to my feet,sadness
1512,fell on the sidewalk in harvard square.  stupid cobblestones!  now my hand hurts,sadness
1513,"As Simon/Idol might say, 21life sentences not good enough for Chester Stiles. How can one rape a 2 year old child?!  How the F?  Why?",sadness
1514,It's too perfect outside to be at work,happiness
1515,Just dusted &amp; vacuumed apartment.  I think I need another new vacuum...my entire apartment is smoky.  I just bought this one from Kmart,sadness
1516,Man work is so busy today  2people called in sick and the old perverts keep rolling in  sadness abounds...,sadness
1517,last day at the Ko Olina.  off to north shoreee(:,sadness
1518,follow friday: following more people then followers  follow me? woot #followfriday,sadness
1519,Long day at office again. Tiring week,sadness
1520,"damn, I paid like $16 my first Slightly Stoopid show and now they charge $47 a pop   makes me sad...",sadness
1521,needs somewhere to go...its still lush out + i want to be back out in it,sadness
1522,OMG !! hollyoaks well dramatic  !!!!!!!!!!!!,happiness
1523,going to miss springwatch tonight  going to have to make do with my own garden!,sadness
1524,has just received a phone call for new patients...i guess that means work for tomorrow!,sadness
1525,Tried to do an Audioboo recording but it' distorted due to the high volume  #OBS,sadness
1526,is updating an old ipod...sad...i miss my orange nano,sadness
1527,lost my DC hat ..,sadness
1528,"Have I ever told you I absolutly hate writing emails, status pdates are fine but emails have so much...finality...to them",sadness
1529,dad's posting got postponed ONE HOUR before he was meant to leave. either going to afganistan or NOWHERE. i'm sorta happy  but he's gutted,happiness
1530,"I'm pissed, someone took my wallet",sadness
1531,I really miss Sebastian,sadness
1532,10 more minutes and i never have this class again. Its kinda sad cause this class is so fun,sadness
1533,Im so full. Subway was bomb! Waiting for my 2nd shift to start,happiness
1534,Wish I didn't have to work today.,sadness
1535,Its rained ever day in Miami since I've been here.....,sadness
1536,just got home from a long day at asda. joy,happiness
1537,i wish i were hanging out with kobe right now,sadness
1538,"Guess I'm gonna try the nap thing again 2day, but since my kids haven't cooperated with it yet this week I'm sure 2day won't be different",sadness
1539,i neeeeeeeed music suggestions but no one will give them,sadness
1540,Just lost respect to someone.,sadness
1541,Sims 3 wouldn't work on my old macbook  hope to get Sims 2 by tomorrow.,sadness
1542,"MIT bookstore has best book selection, but it's the one bookstore I have no coupons or discounts for",sadness
1543,about to start getting ready for work.  took lexi out to the park earlier! wish i could lay around ALL day.,sadness
1544,i miss my boo  on another note im soready for this game to come on tonight...fox grill anyone???!!,sadness
1545,I know I shouldn't be saying this but fuck it..I'm horny as hell,happiness
1546,at least 3 more days,sadness
1547,TGIF!!! But also sad that this is last day I get to work with my favorite TV reporter,sadness
1548,No 10th  2 months=],happiness
1549,"it's been so nice all day, and now it looks like it's going to rain...just when i was getting excited about taking photos when i get home",happiness
1550,Im wishing that i had the weekend off so i can go to SOL.,sadness
1551,spending most of the weekend working.. that doesn't even sound fun,sadness
1552,"Oops, forgot we are having a barbecue at work today! I didn't need to pack a lunch after all",sadness
1553,I am so jelz. I want a house. &gt;,sadness
1554,and wtf at little 9 year old wanna be thugs? ugh why can't everyone just be friends and not in cliques like back in the old days,sadness
1555,this is a horrible day.,sadness
1556,Checking out zensify on my iphone. works fine but no landscape typing,sadness
1557,Stupid net  we think mum broke it. Again.,sadness
1558,No shoes for me.,sadness
1559,is up at the hub for day parade again (of course) and they just cancelled the castle show mid-show,sadness
1560,installed the new modem which is meant to run 5 times faster than the old one and its slower  what the hell? gah slow internet kills me,sadness
1561,No pool today.   Stupid weather.,sadness
1562,Roscoe - Smooth Sailin' WHY DID NO ONE TELL ME ABOUT THIS SONG?????? RAP FRIENDS U HAVE FAILED ME,sadness
1563,my special edition JFPL came today! all i have time to do is rip the demo cd to itunes and upload to my ipod before i go to work,happiness
1564,"Wow, my bed is SO comfy &amp; my nap has been much too short. Getting up for work = do not want.",sadness
1565,"Playing with the munchkin today, talking cakes and getting ready for a yard sale tomorrow. Not looking forward to that",happiness
1566,I have not recieved any mail in over a month  life is boring,sadness
1567,Where's my Happiness?,sadness
1568,"Was a little slow to try this one, but Ben &amp; Jerry's Mission to Marzipan is a bit of a letdown.",sadness
1569,Not feeling well. Food poisoning.......,sadness
1570,Powerdvd doesn't want to play my Pushing Daisies dvd. I only want screenies to make icons with! Copy protection gone bonkers?,sadness
1571,at home sick,sadness
1572,I miss you,sadness
1573,SICK again,sadness
1574,I'm so sleep deprived but it's to hot to sleep.,sadness
1575,on my way to my dad's with my sistas..  r.i.p. Deb..,sadness
1576,At home sick.. On a friday...studying is all im doing at this point.. My weekend is so ruined,sadness
1577,Had to eat my sandwhich since guys were in a meeting. No sushi to brag about.,sadness
1578,Facebook Farm town become slower and slower,sadness
1579,Not good news  Time for an incredibly hard decision.,sadness
1580,Today more sore than surgery day. Glad I took extra sick day.  Full recovery expected after 6 weeks.  Calling lawn service firms today,sadness
1581,"I did the dishes and I'm now on a train to Newcastle. Have to leave #nontweetinggirlfriend behind for 2 weeks, which is always a bit sad",sadness
1582,"ohhhh, how sad...I didnï¿½t get it!",sadness
1583,wants to go out tonight but cant get home,sadness
1584,It's Going To Be A Busy Day  And That Sucks Cause I Wanted To Spend Time With Someone Earlier Today,sadness
1585,is sadly sitting at home when she could be going to a partyyyyy,sadness
1586,#twitterfails fucking hard right now...this is annoying,anger
1587,I need hugs from Joe Jonas,sadness
1588,hates the sound of silence..doesnt like being shut out..,sadness
1589,Got up early did a shit ton now im headed to cherokee park to run  and walk !,sadness
1590,My arms are making me want to cry... and also because those shots made me sick,sadness
1591,not really in the twitter mood today... i don't know what to do,sadness
1592,"i wanna see 'up' tonight, but no one will go with me. whhhyyy",sadness
1593,Just received my Leeds 10K bib and timing chip - but my hip injury means I won't be breaking any 10K PB this time around,happiness
1594,Evaluating my people...Dont like this part of the job,sadness
1595,does anyone know where I can watch the prison break tv movie? It's not on itunes,sadness
1596,Edge left me off the contributors list in this month's issue.  x FFS. &lt;- Werd,sadness
1597,In denial about the moving van parked a few blocks away.,sadness
1598,Last day in maui,sadness
1599,oh how I miss my truck... I could have my whole place moved by now...,sadness
1600,is in mourning that he is having to miss the homesssssskooooler fair today!!!,sadness
1601,Laundry time and LOTS of it!,sadness
1602,"having a great time on vacation, sure as heck don't want to go to work on tues.",happiness
1603,Still white despite being out for ages in the sun,sadness
1604,I feel like I'm going to toss my cookies,sadness
1605,Off to Nanaimo 2day... missing my son already and i havent even left yet,sadness
