text,affect,sentiment
I bet you're a Gemini.,neutral,neutral
Nope.,neutral,neutral
Taurus?,neutral,neutral
Nope.,neutral,neutral
Virgo?,neutral,neutral
Nope.,neutral,neutral
Sagittarius?,neutral,neutral
Yep.,neutral,neutral
"I knew it! I knew it, ahh.",joy,positive
You're not gonna speed anymore right?,neutral,neutral
I won't speed.,neutral,neutral
And you promise you'll get this taken care of right away?,neutral,neutral
I promise.,neutral,neutral
And in the meantime you better let him drive. Does he have a license?,neutral,neutral
Yeah!,neutral,neutral
Can he handle the stick?,neutral,neutral
Oh well,neutral,neutral
I can handle the stick!!,anger,negative
Hey!,joy,positive
I can't believe this is taking so long. How are you doing?,sadness,negative
Oh not bad. Do you know that feeling when you're trying to blow a Saint Bernard out your ass?,sadness,negative
Weirdest thing. Did I hearMother of God it's true!,surprise,negative
Chandler Bing!,surprise,positive
Janice,surprise,positive
"Not just Janice, Janice in labor, contracting and everything.",joy,positive
"Oh, this should be easy. I have a very wide pelvis. You remember Chandler.",neutral,neutral
Janice I didn't even know you were pregnant! Who's the unwitting human who's essence you've stolen?,surprise,positive
It's you. This is yours.,neutral,neutral
What?!,surprise,negative
Look how nervous he gets! We haven't slept together in years!,joy,positive
That's funny. Does it-does it hurt? Does the labor hurt?,fear,negative
"Man, I'm starving! What the hell was I thinking at dinner?! ""Do you want soup or salad?"" Both! Always order both!",anger,negative
"Y'know, y'know I'm lookin' and I don't think anyone's home here.",neutral,neutral
"I say we just break the window, crawl through, and-and y'know explain later.",neutral,neutral
Yeah? Really? No one's home?,surprise,positive
I don't think so. Hello?  When you get in there,neutral,neutral
"Hey, what's up?",neutral,neutral
I just saw Danny getting on the subway with a girl and he had his arm around her.,sadness,negative
"Oh, honey, I'm sorry.",sadness,negative
"Well, you should be, this is all your fault! You meddled in our relationship!!",anger,negative
You had no relationship!!,anger,negative
"No, but I was doing my thing and everything was going according to the plan!",anger,negative
"Oh God, stop with the plan!",anger,negative
"So what, so what you saw him with a girl?",neutral,neutral
Who cares?!,anger,negative
That doesn't mean anything!,anger,negative
"Now look, you're going to go out on a date with Danny and you're going to be so charming he's gonna forget all about that stupid subway girl.",neutral,neutral
She was kinda stupid.,neutral,neutral
You're right.,neutral,neutral
"All right, I'm just gonna go on the date.",neutral,neutral
I'm gonna go on the date.,neutral,neutral
That is the new plan.,neutral,neutral
Hi.,neutral,neutral
Phoebe!,surprise,positive
Ta-da.,joy,positive
Hey.,neutral,neutral
Hi.,neutral,neutral
"Ahh, look at you, you look great.",joy,positive
"Do I? Thank you, so do you.",neutral,neutral
Thanks.,neutral,neutral
Sparkly.,neutral,neutral
"So, wow, this is pretty wonerful, huh.",joy,positive
Mr. major capades guy.,neutral,neutral
"I, I remember when you were just, like, King Friday in Mr. Roger's Ice is Nice.",neutral,neutral
You always said I'd make it.,joy,positive
"Yeah, well, ya know, I'm kind of spooky that way. Wooo.",neutral,neutral
I missed you.  I'm gonna get changed.,neutral,neutral
OK.,neutral,neutral
"Um, now. Phoebs.",neutral,neutral
"Oh, right, OK. Ole.",neutral,neutral
What?,neutral,neutral
"Um, the matador.  Ole, ha ha ha.",joy,positive
"Hi Joey it's Jane Rogers, can't wait    for your party tonight.",joy,positive
"Listen, I forgot your address, can you give me a call?",neutral,neutral
"Thanks, bye.",neutral,neutral
Hey!,joy,positive
Hey!,joy,positive
What's happening?,joy,positive
"Yeah, it's a real shame you can't make it to that one-woman    show tonight.",sadness,negative
"Oh, I'd love to, but I gotta get up so early the next day and    so, you know me, work comes first",neutral,neutral
"Oh, yeah, yeah, yeah...",neutral,neutral
"""Hi Joey, it's Jane Rogers can't wait for your party tonight""",joy,positive
Stupid Jane Rogers!!,anger,negative
You are having a party tonight??,surprise,negative
Kinda have a... a thing for the Days Of Our Life's people.,neutral,neutral
And you weren't going to tell us? How did you think you were    gonna get away with that?,anger,negative
I do it every year.,neutral,neutral
You do that every year??,surprise,negative
I didn't have to tell you that!! I'm stupider than Jane Rogers!!,anger,negative
"Oh, that's why you got these tickets to that play, to get rid    of us??",anger,negative
Yeah...,neutral,neutral
And last year is that why you sent us to that medieval times    restaurant?,anger,negative
Yeah...,neutral,neutral
"OH! And the year before that, when you set up that nighttime    tour of that button factory?",anger,negative
Who's this from?,surprise,positive
"Oh, that's Ross's.",neutral,neutral
Oh...  Oh my God. He remembered.,surprise,positive
Remembered what?,neutral,neutral
It was like months ago.,surprise,positive
"We were walking by this antique store, and I saw this pin in the window, and I told him that it was just like one my grandmother had when I was a little girl.",sadness,negative
Oh!,surprise,positive
I can't believe he remembered!,surprise,positive
"Oh, it's so pretty. This must have cost him a fortune.",surprise,positive
I can't believe he did this.,surprise,positive
"Come on, Ross? Remember back in college, when he fell in love with Carol and bought her that ridiculously expensive crystal duck?",neutral,neutral
What did you just say?,surprise,positive
F-hah.... flennin....,fear,negative
Oh.... my God.,surprise,positive
I really like waking up with you.,joy,positive
"I like waking up with you too.  Oh! It's such a beautiful morning.  Oh, I can stay here all day.",joy,positive
That would be great!,joy,positive
We could have breakfast in bed,joy,positive
"Wait, just a second.",neutral,neutral
Okay.  Oh! Oh no.,surprise,negative
"Well that was depressing, I think I just bought a soft pretzel from one of the kids from",sadness,negative
Um-hmm. Oh wait! This is Bonnie.,surprise,positive
Hi!,joy,positive
This is Bonnie?  This is Bonnie?  You're Bonnie?,surprise,positive
I can show you an ID if you want?,neutral,neutral
"Oh no, I'm sorry, you look a lot different from the last time I-I saw you.",surprise,positive
"Oh yeah, well I just started wearing bras again.",neutral,neutral
"Oh, that must be it.",neutral,neutral
Well I hope you have fun tonight.,neutral,neutral
Thanks! You too.,joy,positive
I believe it.,neutral,neutral
"Yes, I do.",neutral,neutral
"No you doy'know what, you're not gonna suck me into this.",anger,negative
"Oh sure I am, because you always have to be right.",anger,negative
"I do not always have to beokay, okay.",anger,negative
Jurassic Park,neutral,neutral
"I'm telling you, something's wrong! My brother does not stay out all night.",fear,negative
Maybe we should check the trash chute.,neutral,neutral
Ross couldn't fit down the trash chute.,neutral,neutral
"That's right, he almost could. Which is exactly how I got stuck there.",neutral,neutral
Hey!,neutral,neutral
There he is!,joy,positive
Oh my God!  Where the hell have you been?!!,anger,negative
"Just, y'know out.",neutral,neutral
"Ohh, out, oh God, I don't know why we didn't think to check there!",anger,negative
What were you doing?,neutral,neutral
"I uh, went to a bar. And then I just uh, just walked around for a while.",neutral,neutral
He hooked up! He hooked up with someone.,surprise,positive
"Look, I don't have to answer your questions! Okay? I'm a big boy, I can do whatever I want!",anger,negative
He hooked up!! Tell us about her!,joy,positive
Ross you left you scarf in Hey you guys.,neutral,neutral
"Oh yeah, that looks good.",neutral,neutral
You guys make a,neutral,neutral
"Yeah, we look great together.",joy,positive
Okay.,neutral,neutral
Wow! Imagine what our kids would look like!,joy,positive
"Y'know, we don't have to imagine.",neutral,neutral
I'm marrying her.,joy,positive
We'll just see.,neutral,neutral
Hey! Hey! Be careful around my Porsche!,anger,negative
Hi Joey.,neutral,neutral
Hey! How you doin'?,neutral,neutral
He has the most amazing Porsche under there!,joy,positive
"I'd love to show ya, but I just tucked her in.",neutral,neutral
She's sleeping.,neutral,neutral
"Hey uh, would you two girls like to go for a drink?",neutral,neutral
"Well, the old lady died.",sadness,negative
And how do I know?,neutral,neutral
Her dying wish was for one last kiss.,neutral,neutral
"But I don't care,  because you got the apartment.",joy,positive
Yes!,joy,positive
Ewww. Yeah. Umm. I think I'm gonna stay here.,disgust,negative
Isn't that great?,joy,positive
Ezels!!,disgust,negative
"Smelly cat, smelly cat, what are they feeding you? Smelly cat, smelly cat, it's not your fault.",neutral,neutral
"Wow, that's great.",joy,positive
"Oh, yeah!",joy,positive
"Y'know you could totally sell this. It'd be perfect for like umm, a kitty litter campaign.",neutral,neutral
"I..., a jingle? No, no-no-no, no.",neutral,neutral
What? Why not? You could make a ton of money.,surprise,negative
"Okay, well if I was in this for the money, I'd be a millionaire by now, y'know.",neutral,neutral
You just got to get out of that jingle head sweetie.,neutral,neutral
"Aw, you're right, you're right. I'm sorry.",neutral,neutral
"That's okay. All right, I'm gonna play song that's really, really sad. It's called Magician Box Mix Up.",joy,positive
"Okay sir, um-mm, let see if I got this right.",neutral,neutral
"Ah, so this is a half-caf, double tall, easy hazel nut, non-fat, no foam, with whip, extra hot latte, right?",neutral,neutral
"Okay, great.",joy,positive
You freak.,disgust,negative
Thank you.,joy,positive
"Um, coffee to go, please.",neutral,neutral
Isabella Rosselini.,neutral,neutral
Are you serious?  Oh my God.,surprise,positive
Damn! I can't believe I took her off my list.,anger,negative
Why? Cause otherwise you'd go for it?,neutral,neutral
"Yeah, maybe.",neutral,neutral
"Oh-oh, you lie.",disgust,negative
What you don't think I'd go up to her?,neutral,neutral
"Ross, it took you ten years to finally admit you liked me.",neutral,neutral
"Yeah, well missy, you better be glad that list is laminated.",anger,negative
"You know what honey, you go ahead, we'll call her an alternate.",neutral,neutral
"Okay, hold my crawler.",neutral,neutral
Okay.,neutral,neutral
"Rach, are you really gonna let him do this?",surprise,positive
"Honey, he's about to go hit on Isabella Rosselini. I'm just sorry we don't got popcorn.",joy,positive
"Okay, that's, that's enough.",neutral,neutral
Won't you dance around with me.,neutral,neutral
A-ha!!!,surprise,positive
"Oh-oh-oh, yeah!  That's right, you take good care of those babies!",joy,positive
Excuse me?,surprise,negative
"It's me, Joey!",joy,positive
Do I know you?,surprise,positive
Joey!,joy,positive
"Oh-ho, yeah. Yeah, the hand guy.",neutral,neutral
Okay that's fair.,neutral,neutral
All right.,neutral,neutral
Good!,neutral,neutral
Pick one.,neutral,neutral
Left!  Thank you.,joy,positive
You're welcome.,neutral,neutral
